"row_id","bucket","snapnum","M","_count_*_"
2967,870117,87,117,1491206
2968,870118,87,118,1161167
2969,870119,87,119,924053
2970,870120,87,120,726222
2971,870121,87,121,567283
2972,870122,87,122,444583
2973,870123,87,123,344138
2974,870124,87,124,266593
2975,870125,87,125,203855
2976,870126,87,126,155676
2977,870127,87,127,117283
2978,870128,87,128,87652
2979,870129,87,129,65183
2980,870130,87,130,47351
2981,870131,87,131,34096
2982,870132,87,132,23880
2983,870133,87,133,16783
2984,870134,87,134,11371
2985,870135,87,135,7581
2986,870136,87,136,4776
2987,870137,87,137,3041
2988,870138,87,138,1761
2989,870139,87,139,1011
2990,870140,87,140,545
2991,870141,87,141,279
2992,870142,87,142,142
2993,870143,87,143,58
5181,870144,87,144,25
2994,870145,87,145,6
5182,870146,87,146,2
2995,880094,88,94,238993
2996,880095,88,95,9350
2997,880096,88,96,321795
2998,880097,88,97,434469
2999,880098,88,98,546106
3000,880099,88,99,709705
3001,880100,88,100,1816416
3002,880101,88,101,2948100
3003,880102,88,102,7577435
3004,880103,88,103,11811931
3005,880104,88,104,20689786
3006,880105,88,105,15237311
3007,880106,88,106,14707495
3008,880107,88,107,11417050
3009,880108,88,108,10506095
3010,880109,88,109,8700285
3011,880110,88,110,6836708
3012,880111,88,111,5700335
3013,880112,88,112,4489376
3014,880113,88,113,3632970
3015,880114,88,114,2995001
3016,880115,88,115,2336794
3017,880116,88,116,1871168
3018,880117,88,117,1512328
3019,880118,88,118,1180469
3020,880119,88,119,940202
3021,880120,88,120,739413
3022,880121,88,121,579892
3023,880122,88,122,455616
3024,880123,88,123,352770
3025,880124,88,124,274516
3026,880125,88,125,211021
3027,880126,88,126,161140
3028,880127,88,127,122198
3029,880128,88,128,91738
3030,880129,88,129,68372
3031,880130,88,130,50125
3032,880131,88,131,36249
3033,880132,88,132,25590
3034,880133,88,133,18070
3035,880134,88,134,12400
3036,880135,88,135,8403
3037,880136,88,136,5225
3038,880137,88,137,3404
3039,880138,88,138,1978
3040,880139,88,139,1205
3041,880140,88,140,646
3042,880141,88,141,330
3043,880142,88,142,174
3044,880143,88,143,79
3045,880144,88,144,31
5183,880145,88,145,8
3046,880146,88,146,4
3047,890094,89,94,229479
3048,890095,89,95,9016
3049,890096,89,96,308282
3050,890097,89,97,416666
3051,890098,89,98,525092
3052,890099,89,99,683601
3053,890100,89,100,1753519
3054,890101,89,101,2863610
3055,890102,89,102,7427790
3056,890103,89,103,11709752
3057,890104,89,104,20709534
3058,890105,89,105,15280480
3059,890106,89,106,14744572
3060,890107,89,107,11443877
3061,890108,89,108,10541247
3062,890109,89,109,8727181
3063,890110,89,110,6867667
3064,890111,89,111,5728713
3065,890112,89,112,4522695
3066,890113,89,113,3660348
3067,890114,89,114,3020883
3068,890115,89,115,2359475
3069,890116,89,116,1893106
3070,890117,89,117,1532386
3071,890118,89,118,1197995
3072,890119,89,119,955908
3073,890120,89,120,753055
3074,890121,89,121,591574
3075,890122,89,122,465872
3076,890123,89,123,361847
3077,890124,89,124,281658
3078,890125,89,125,217816
3079,890126,89,126,166762
3080,890127,89,127,126688
3081,890128,89,128,95586
3082,890129,89,129,71720
3083,890130,89,130,52599
3084,890131,89,131,38297
3085,890132,89,132,27553
3086,890133,89,133,19278
3087,890134,89,134,13443
3088,890135,89,135,9091
3089,890136,89,136,5853
3090,890137,89,137,3741
3091,890138,89,138,2317
3092,890139,89,139,1359
3093,890140,89,140,778
3094,890141,89,141,391
3095,890142,89,142,209
3096,890143,89,143,99
3097,890144,89,144,40
5236,890145,89,145,11
5269,890146,89,146,4
3098,900094,90,94,218802
3099,900095,90,95,8529
3100,900096,90,96,294869
3101,900097,90,97,399916
3102,900098,90,98,503616
3103,900099,90,99,658908
3104,900100,90,100,1694537
3105,900101,90,101,2782663
3106,900102,90,102,7281974
